idx,split,target_type,attractors,target_num,condition,subject_word,target_word,base_sentence,good,bad,tok_len
2964,train,noun,3,pl,target_noun_num_pl_att3_sg,monitors,monitors,The frogs below the bench beneath the barrel between the sofa hold several,The frogs below the bench beneath the barrel between the sofa hold several monitors,The frogs below the bench beneath the barrel between the sofa hold several monitor,14
2965,train,noun,3,pl,target_noun_num_pl_att3_sg,pigs,pigs,The bats alongside the column near the cabin behind the pole hold several,The bats alongside the column near the cabin behind the pole hold several pigs,The bats alongside the column near the cabin behind the pole hold several pig,14
2966,train,noun,3,pl,target_noun_num_pl_att3_sg,bats,bats,The pandas opposite the sofa alongside the column near the cabin hold two,The pandas opposite the sofa alongside the column near the cabin hold two bats,The pandas opposite the sofa alongside the column near the cabin hold two bat,14
2967,train,noun,3,pl,target_noun_num_pl_att3_sg,ducks,ducks,The bats alongside the rush near the cliff behind the trench hold several,The bats alongside the rush near the cliff behind the trench hold several ducks,The bats alongside the rush near the cliff behind the trench hold several duck,14
2968,train,noun,3,pl,target_noun_num_pl_att3_sg,ducks,ducks,The pandas atop the chair opposite the bench alongside the barrel hold several,The pandas atop the chair opposite the bench alongside the barrel hold several ducks,The pandas atop the chair opposite the bench alongside the barrel hold several duck,14
2969,train,noun,3,pl,target_noun_num_pl_att3_sg,pandas,pandas,The pigs opposite the cliff alongside the trench near the pot hold many,The pigs opposite the cliff alongside the trench near the pot hold many pandas,The pigs opposite the cliff alongside the trench near the pot hold many panda,14
2970,train,noun,3,sg,target_noun_num_sg_att3_pl,pig,pig,The frogs below the bins beneath the panels between the sockets hold every,The frogs below the bins beneath the panels between the sockets hold every pig,The frogs below the bins beneath the panels between the sockets hold every pigs,14
2971,train,noun,3,pl,target_noun_num_pl_att3_sg,pigs,pigs,The pandas below the bin beneath the panel between the socket hold several,The pandas below the bin beneath the panel between the socket hold several pigs,The pandas below the bin beneath the panel between the socket hold several pig,14
2972,train,noun,3,pl,target_noun_num_pl_att3_sg,pandas,pandas,The frogs near the sign behind the bucket under the milestone hold several,The frogs near the sign behind the bucket under the milestone hold several pandas,The frogs near the sign behind the bucket under the milestone hold several panda,14
2973,train,noun,3,sg,target_noun_num_sg_att3_pl,bird,bird,The birds between the rocks atop the chairs opposite the benches hold every,The birds between the rocks atop the chairs opposite the benches hold every bird,The birds between the rocks atop the chairs opposite the benches hold every birds,14
2974,train,noun,3,sg,target_noun_num_sg_att3_pl,duck,duck,The birds alongside the rushes near the cliffs behind the trenches hold every,The birds alongside the rushes near the cliffs behind the trenches hold every duck,The birds alongside the rushes near the cliffs behind the trenches hold every ducks,14
2975,train,noun,3,sg,target_noun_num_sg_att3_pl,panda,panda,The ducks below the buckets beneath the milestones between the bins hold one,The ducks below the buckets beneath the milestones between the bins hold one panda,The ducks below the buckets beneath the milestones between the bins hold one pandas,14
2976,train,noun,3,sg,target_noun_num_sg_att3_pl,panda,panda,The frogs near the signs behind the buckets under the milestones hold every,The frogs near the signs behind the buckets under the milestones hold every panda,The frogs near the signs behind the buckets under the milestones hold every pandas,14
2977,train,noun,3,pl,target_noun_num_pl_att3_sg,monitors,monitors,The ducks atop the barrel opposite the sofa alongside the column hold many,The ducks atop the barrel opposite the sofa alongside the column hold many monitors,The ducks atop the barrel opposite the sofa alongside the column hold many monitor,14
2978,train,noun,3,pl,target_noun_num_pl_att3_sg,ducks,ducks,The ducks near the wall behind the rock under the chair hold many,The ducks near the wall behind the rock under the chair hold many ducks,The ducks near the wall behind the rock under the chair hold many duck,14
2979,train,noun,3,sg,target_noun_num_sg_att3_pl,bat,bat,The pandas near the pots behind the pans under the walls hold every,The pandas near the pots behind the pans under the walls hold every bat,The pandas near the pots behind the pans under the walls hold every bats,14
2980,train,noun,3,pl,target_noun_num_pl_att3_sg,pigs,pigs,The ducks behind the pan under the wall below the rock hold several,The ducks behind the pan under the wall below the rock hold several pigs,The ducks behind the pan under the wall below the rock hold several pig,14
2981,train,noun,3,sg,target_noun_num_sg_att3_pl,pig,pig,The birds beneath the walls between the rocks atop the chairs hold one,The birds beneath the walls between the rocks atop the chairs hold one pig,The birds beneath the walls between the rocks atop the chairs hold one pigs,14
2982,train,noun,3,pl,target_noun_num_pl_att3_sg,pigs,pigs,The pigs below the bin beneath the panel between the socket hold two,The pigs below the bin beneath the panel between the socket hold two pigs,The pigs below the bin beneath the panel between the socket hold two pig,14
2983,train,noun,3,sg,target_noun_num_sg_att3_pl,pig,pig,The pigs behind the pans under the walls below the rocks hold one,The pigs behind the pans under the walls below the rocks hold one pig,The pigs behind the pans under the walls below the rocks hold one pigs,14
2984,train,noun,3,sg,target_noun_num_sg_att3_pl,duck,duck,The bats between the sockets atop the rushes opposite the cliffs hold every,The bats between the sockets atop the rushes opposite the cliffs hold every duck,The bats between the sockets atop the rushes opposite the cliffs hold every ducks,14
2985,train,noun,3,pl,target_noun_num_pl_att3_sg,bats,bats,The pigs near the pot behind the pan under the wall hold two,The pigs near the pot behind the pan under the wall hold two bats,The pigs near the pot behind the pan under the wall hold two bat,14
2986,train,noun,3,pl,target_noun_num_pl_att3_sg,pigs,pigs,The ducks alongside the column near the cabin behind the pole hold two,The ducks alongside the column near the cabin behind the pole hold two pigs,The ducks alongside the column near the cabin behind the pole hold two pig,14
2987,train,noun,3,pl,target_noun_num_pl_att3_sg,birds,birds,The birds between the rock atop the chair opposite the bench hold several,The birds between the rock atop the chair opposite the bench hold several birds,The birds between the rock atop the chair opposite the bench hold several bird,14
2988,train,noun,3,pl,target_noun_num_pl_att3_sg,pandas,pandas,The ducks below the bucket beneath the milestone between the bin hold many,The ducks below the bucket beneath the milestone between the bin hold many pandas,The ducks below the bucket beneath the milestone between the bin hold many panda,14
2989,train,noun,3,pl,target_noun_num_pl_att3_sg,bats,bats,The frogs near the pot behind the pan under the wall hold several,The frogs near the pot behind the pan under the wall hold several bats,The frogs near the pot behind the pan under the wall hold several bat,14
2990,train,noun,3,sg,target_noun_num_sg_att3_pl,pig,pig,The seals beneath the walls between the rocks atop the chairs hold every,The seals beneath the walls between the rocks atop the chairs hold every pig,The seals beneath the walls between the rocks atop the chairs hold every pigs,14
2991,train,noun,3,pl,target_noun_num_pl_att3_sg,frogs,frogs,The bats opposite the bench alongside the barrel near the sofa hold many,The bats opposite the bench alongside the barrel near the sofa hold many frogs,The bats opposite the bench alongside the barrel near the sofa hold many frog,14
2992,train,noun,3,pl,target_noun_num_pl_att3_sg,pigs,pigs,The pigs under the cabin below the pole beneath the sign hold several,The pigs under the cabin below the pole beneath the sign hold several pigs,The pigs under the cabin below the pole beneath the sign hold several pig,14
2993,train,noun,3,sg,target_noun_num_sg_att3_pl,frog,frog,The pigs under the signs below the buckets beneath the milestones hold every,The pigs under the signs below the buckets beneath the milestones hold every frog,The pigs under the signs below the buckets beneath the milestones hold every frogs,14
2994,train,noun,3,sg,target_noun_num_sg_att3_pl,panda,panda,The ducks near the signs behind the buckets under the milestones hold one,The ducks near the signs behind the buckets under the milestones hold one panda,The ducks near the signs behind the buckets under the milestones hold one pandas,14
2995,train,noun,3,sg,target_noun_num_sg_att3_pl,frog,frog,The pandas alongside the poles near the signs behind the buckets hold one,The pandas alongside the poles near the signs behind the buckets hold one frog,The pandas alongside the poles near the signs behind the buckets hold one frogs,14
2996,train,noun,3,sg,target_noun_num_sg_att3_pl,pig,pig,The ducks below the bins beneath the panels between the sockets hold one,The ducks below the bins beneath the panels between the sockets hold one pig,The ducks below the bins beneath the panels between the sockets hold one pigs,14
2997,train,noun,3,pl,target_noun_num_pl_att3_sg,bats,bats,The bats under the milestone below the bin beneath the panel hold several,The bats under the milestone below the bin beneath the panel hold several bats,The bats under the milestone below the bin beneath the panel hold several bat,14
2998,train,noun,3,pl,target_noun_num_pl_att3_sg,pandas,pandas,The pandas below the bucket beneath the milestone between the bin hold several,The pandas below the bucket beneath the milestone between the bin hold several pandas,The pandas below the bucket beneath the milestone between the bin hold several panda,14
2999,train,noun,3,pl,target_noun_num_pl_att3_sg,monitors,monitors,The pandas under the pot below the pan beneath the wall hold many,The pandas under the pot below the pan beneath the wall hold many monitors,The pandas under the pot below the pan beneath the wall hold many monitor,14
3000,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,drum,The small goats,The small goats drum,The small goats drums,4
3001,test,verb,0,pl,target_verb_num_pl_att0_sg,does,lift,The black does,The black does lift,The black does lifts,4
3002,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,rises,The mild rat,The mild rat rises,The mild rat rise,4
3003,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,rise,The merry rats,The merry rats rise,The merry rats rises,4
3004,test,verb,0,pl,target_verb_num_pl_att0_sg,bears,wait,The broad bears,The broad bears wait,The broad bears waits,4
3005,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,spins,The icy tick,The icy tick spins,The icy tick spin,4
3006,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,lean,The slight pups,The slight pups lean,The slight pups leans,4
3007,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,clears,The furry pup,The furry pup clears,The furry pup clear,4
3008,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,rises,The hard doe,The hard doe rises,The hard doe rise,4
3009,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,feeds,The shiny doe,The shiny doe feeds,The shiny doe feed,4
3010,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,clears,The rough bear,The rough bear clears,The rough bear clear,4
3011,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,dives,The thick pup,The thick pup dives,The thick pup dive,4
3012,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,stretches,The silver doe,The silver doe stretches,The silver doe stretch,4
3013,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,sails,The amber rat,The amber rat sails,The amber rat sail,4
3014,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,circles,The dark bee,The dark bee circles,The dark bee circle,4
3015,test,verb,0,pl,target_verb_num_pl_att0_sg,does,rise,The fast does,The fast does rise,The fast does rises,4
3016,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,charge,The warm pups,The warm pups charge,The warm pups charges,4
3017,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,waits,The merry pup,The merry pup waits,The merry pup wait,4
3018,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,stretch,The bold rats,The bold rats stretch,The bold rats stretches,4
3019,test,verb,0,pl,target_verb_num_pl_att0_sg,does,sail,The cold does,The cold does sail,The cold does sails,4
3020,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,arrive,The sluggish ticks,The sluggish ticks arrive,The sluggish ticks arrives,4
3021,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,drinks,The black pup,The black pup drinks,The black pup drink,4
3022,test,verb,0,pl,target_verb_num_pl_att0_sg,bears,charge,The merry bears,The merry bears charge,The merry bears charges,4
3023,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,root,The bright ticks,The bright ticks root,The bright ticks roots,4
3024,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,feeds,The orange rat,The orange rat feeds,The orange rat feed,4
3025,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,root,The large bees,The large bees root,The large bees roots,4
3026,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,drum,The broad goats,The broad goats drum,The broad goats drums,4
3027,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,charges,The major pup,The major pup charges,The major pup charge,4
3028,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,spins,The slow bee,The slow bee spins,The slow bee spin,4
3029,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,rises,The silver rat,The silver rat rises,The silver rat rise,4
3030,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,feed,The ancient rats,The ancient rats feed,The ancient rats feeds,4
3031,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,race,The narrow rats,The narrow rats race,The narrow rats races,4
3032,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,sail,The weary rats,The weary rats sail,The weary rats sails,4
3033,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,drums,The black goat,The black goat drums,The black goat drum,4
3034,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,feeds,The ancient rat,The ancient rat feeds,The ancient rat feed,4
3035,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,spin,The dim bees,The dim bees spin,The dim bees spins,4
3036,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,drink,The smooth pups,The smooth pups drink,The smooth pups drinks,4
3037,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,spin,The shiny ticks,The shiny ticks spin,The shiny ticks spins,4
3038,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,rises,The merry rat,The merry rat rises,The merry rat rise,4
3039,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,drum,The smooth goats,The smooth goats drum,The smooth goats drums,4
3040,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,wait,The little pups,The little pups wait,The little pups waits,4
3041,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,root,The ancient goats,The ancient goats root,The ancient goats roots,4
3042,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,feeds,The icy doe,The icy doe feeds,The icy doe feed,4
3043,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,play,The rough ticks,The rough ticks play,The rough ticks plays,4
3044,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,spin,The huge goats,The huge goats spin,The huge goats spins,4
3045,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,clear,The furry pups,The furry pups clear,The furry pups clears,4
3046,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,lifts,The hard rat,The hard rat lifts,The hard rat lift,4
3047,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,spins,The thick goat,The thick goat spins,The thick goat spin,4
3048,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,races,The icy rat,The icy rat races,The icy rat race,4
3049,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,circle,The warm bees,The warm bees circle,The warm bees circles,4
3050,test,verb,0,pl,target_verb_num_pl_att0_sg,bears,charge,The wide bears,The wide bears charge,The wide bears charges,4
3051,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,play,The soft bees,The soft bees play,The soft bees plays,4
3052,test,verb,0,pl,target_verb_num_pl_att0_sg,does,lift,The rapid does,The rapid does lift,The rapid does lifts,4
3053,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,circles,The tiny goat,The tiny goat circles,The tiny goat circle,4
3054,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,roots,The weary tick,The weary tick roots,The weary tick root,4
3055,test,verb,0,pl,target_verb_num_pl_att0_sg,does,race,The amber does,The amber does race,The amber does races,4
3056,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,clear,The icy pups,The icy pups clear,The icy pups clears,4
3057,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,arrive,The bold bees,The bold bees arrive,The bold bees arrives,4
3058,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,roots,The thick tick,The thick tick roots,The thick tick root,4
3059,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,arrive,The warm goats,The warm goats arrive,The warm goats arrives,4
3060,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,waits,The little pup,The little pup waits,The little pup wait,4
3061,test,verb,0,pl,target_verb_num_pl_att0_sg,bears,drink,The hard bears,The hard bears drink,The hard bears drinks,4
3062,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,clears,The white pup,The white pup clears,The white pup clear,4
3063,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,play,The white goats,The white goats play,The white goats plays,4
3064,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,spins,The huge goat,The huge goat spins,The huge goat spin,4
3065,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,charge,The blue pups,The blue pups charge,The blue pups charges,4
3066,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,spin,The shy ticks,The shy ticks spin,The shy ticks spins,4
3067,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,arrives,The fast goat,The fast goat arrives,The fast goat arrive,4
3068,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,plays,The orange tick,The orange tick plays,The orange tick play,4
3069,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,drum,The wide bees,The wide bees drum,The wide bees drums,4
3070,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,clears,The shy pup,The shy pup clears,The shy pup clear,4
3071,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,lift,The blue rats,The blue rats lift,The blue rats lifts,4
3072,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,play,The orange ticks,The orange ticks play,The orange ticks plays,4
3073,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,feeds,The slow rat,The slow rat feeds,The slow rat feed,4
3074,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,rise,The little rats,The little rats rise,The little rats rises,4
3075,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,arrive,The fluffy ticks,The fluffy ticks arrive,The fluffy ticks arrives,4
3076,test,verb,0,pl,target_verb_num_pl_att0_sg,does,rise,The hard does,The hard does rise,The hard does rises,4
3077,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,circles,The mild goat,The mild goat circles,The mild goat circle,4
3078,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,waits,The hot bear,The hot bear waits,The hot bear wait,4
3079,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,rises,The wide rat,The wide rat rises,The wide rat rise,4
3080,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,feeds,The white doe,The white doe feeds,The white doe feed,4
3081,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,roots,The cold goat,The cold goat roots,The cold goat root,4
3082,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,charges,The quiet pup,The quiet pup charges,The quiet pup charge,4
3083,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,spin,The amber goats,The amber goats spin,The amber goats spins,4
3084,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,rises,The quiet doe,The quiet doe rises,The quiet doe rise,4
3085,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,rise,The fluffy rats,The fluffy rats rise,The fluffy rats rises,4
3086,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,drinks,The dull pup,The dull pup drinks,The dull pup drink,4
3087,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,sails,The calm rat,The calm rat sails,The calm rat sail,4
3088,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,drum,The merry bees,The merry bees drum,The merry bees drums,4
3089,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,circles,The dull tick,The dull tick circles,The dull tick circle,4
3090,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,arrives,The black bee,The black bee arrives,The black bee arrive,4
3091,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,plays,The narrow goat,The narrow goat plays,The narrow goat play,4
3092,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,dives,The soft pup,The soft pup dives,The soft pup dive,4
3093,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,waits,The silver pup,The silver pup waits,The silver pup wait,4
3094,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,play,The large goats,The large goats play,The large goats plays,4
3095,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,wait,The wide pups,The wide pups wait,The wide pups waits,4
3096,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,circles,The merry goat,The merry goat circles,The merry goat circle,4
3097,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,clears,The agile pup,The agile pup clears,The agile pup clear,4
3098,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,root,The cold goats,The cold goats root,The cold goats roots,4
3099,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,clears,The orange bear,The orange bear clears,The orange bear clear,4
3100,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,root,The slow goats,The slow goats root,The slow goats roots,4
3101,test,verb,0,pl,target_verb_num_pl_att0_sg,bears,wait,The smooth bears,The smooth bears wait,The smooth bears waits,4
3102,test,verb,0,pl,target_verb_num_pl_att0_sg,does,rise,The quiet does,The quiet does rise,The quiet does rises,4
3103,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,waits,The small bear,The small bear waits,The small bear wait,4
3104,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,arrive,The broad bees,The broad bees arrive,The broad bees arrives,4
3105,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,circles,The smooth tick,The smooth tick circles,The smooth tick circle,4
3106,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,drink,The dull pups,The dull pups drink,The dull pups drinks,4
3107,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,root,The amber ticks,The amber ticks root,The amber ticks roots,4
3108,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,roots,The white bee,The white bee roots,The white bee root,4
3109,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,lifts,The black doe,The black doe lifts,The black doe lift,4
3110,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,arrives,The blue goat,The blue goat arrives,The blue goat arrive,4
3111,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,dive,The thick pups,The thick pups dive,The thick pups dives,4
3112,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,circle,The tiny goats,The tiny goats circle,The tiny goats circles,4
3113,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,plays,The large goat,The large goat plays,The large goat play,4
3114,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,circle,The angry bees,The angry bees circle,The angry bees circles,4
3115,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,spins,The slight bee,The slight bee spins,The slight bee spin,4
3116,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,dives,The huge pup,The huge pup dives,The huge pup dive,4
3117,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,circle,The merry goats,The merry goats circle,The merry goats circles,4
3118,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,roots,The slight goat,The slight goat roots,The slight goat root,4
3119,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,charge,The quiet pups,The quiet pups charge,The quiet pups charges,4
3120,test,verb,0,pl,target_verb_num_pl_att0_sg,does,sail,The orange does,The orange does sail,The orange does sails,4
3121,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,circles,The hot tick,The hot tick circles,The hot tick circle,4
3122,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,arrives,The small bee,The small bee arrives,The small bee arrive,4
3123,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,drums,The mild bee,The mild bee drums,The mild bee drum,4
3124,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,lifts,The hot doe,The hot doe lifts,The hot doe lift,4
3125,test,verb,0,pl,target_verb_num_pl_att0_sg,bears,lean,The calm bears,The calm bears lean,The calm bears leans,4
3126,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,circle,The broad ticks,The broad ticks circle,The broad ticks circles,4
3127,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,roots,The agile bee,The agile bee roots,The agile bee root,4
3128,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,drinks,The angry bear,The angry bear drinks,The angry bear drink,4
3129,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,spins,The narrow tick,The narrow tick spins,The narrow tick spin,4
3130,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,feeds,The narrow doe,The narrow doe feeds,The narrow doe feed,4
3131,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,charges,The merry bear,The merry bear charges,The merry bear charge,4
3132,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,spin,The slight bees,The slight bees spin,The slight bees spins,4
3133,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,clear,The narrow pups,The narrow pups clear,The narrow pups clears,4
3134,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,circle,The hard bees,The hard bees circle,The hard bees circles,4
3135,test,verb,0,pl,target_verb_num_pl_att0_sg,does,rise,The blue does,The blue does rise,The blue does rises,4
3136,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,wait,The sluggish pups,The sluggish pups wait,The sluggish pups waits,4
3137,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,lift,The fast rats,The fast rats lift,The fast rats lifts,4
3138,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,rise,The sluggish rats,The sluggish rats rise,The sluggish rats rises,4
3139,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,plays,The weary bee,The weary bee plays,The weary bee play,4
3140,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,play,The thick bees,The thick bees play,The thick bees plays,4
3141,test,verb,0,pl,target_verb_num_pl_att0_sg,bears,charge,The tiny bears,The tiny bears charge,The tiny bears charges,4
3142,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,drums,The dark tick,The dark tick drums,The dark tick drum,4
3143,test,verb,0,pl,target_verb_num_pl_att0_sg,does,race,The weary does,The weary does race,The weary does races,4
3144,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,feed,The cold rats,The cold rats feed,The cold rats feeds,4
3145,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,lift,The quiet rats,The quiet rats lift,The quiet rats lifts,4
3146,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,lean,The cold pups,The cold pups lean,The cold pups leans,4
3147,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,rises,The little rat,The little rat rises,The little rat rise,4
3148,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,lifts,The broad doe,The broad doe lifts,The broad doe lift,4
3149,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,drinks,The major bear,The major bear drinks,The major bear drink,4
3150,test,verb,0,pl,target_verb_num_pl_att0_sg,bees,play,The huge bees,The huge bees play,The huge bees plays,4
3151,test,verb,0,sg,target_verb_num_sg_att0_pl,tick,circles,The broad tick,The broad tick circles,The broad tick circle,4
3152,test,verb,0,sg,target_verb_num_sg_att0_pl,rat,feeds,The timid rat,The timid rat feeds,The timid rat feed,4
3153,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,leans,The clever bear,The clever bear leans,The clever bear lean,4
3154,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,arrives,The broad bee,The broad bee arrives,The broad bee arrive,4
3155,test,verb,0,pl,target_verb_num_pl_att0_sg,pups,dive,The huge pups,The huge pups dive,The huge pups dives,4
3156,test,verb,0,pl,target_verb_num_pl_att0_sg,bears,clear,The cold bears,The cold bears clear,The cold bears clears,4
3157,test,verb,0,pl,target_verb_num_pl_att0_sg,goats,spin,The clever goats,The clever goats spin,The clever goats spins,4
3158,test,verb,0,pl,target_verb_num_pl_att0_sg,ticks,arrive,The mild ticks,The mild ticks arrive,The mild ticks arrives,4
3159,test,verb,0,sg,target_verb_num_sg_att0_pl,doe,sails,The rough doe,The rough doe sails,The rough doe sail,4
3160,test,verb,0,pl,target_verb_num_pl_att0_sg,rats,feed,The slow rats,The slow rats feed,The slow rats feeds,4
3161,test,verb,0,sg,target_verb_num_sg_att0_pl,bee,drums,The fluffy bee,The fluffy bee drums,The fluffy bee drum,4
3162,test,verb,0,sg,target_verb_num_sg_att0_pl,bear,leans,The amber bear,The amber bear leans,The amber bear lean,4
3163,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,clears,The icy pup,The icy pup clears,The icy pup clear,4
3164,test,verb,0,sg,target_verb_num_sg_att0_pl,pup,waits,The mild pup,The mild pup waits,The mild pup wait,4
3165,test,verb,0,sg,target_verb_num_sg_att0_pl,goat,plays,The purple goat,The purple goat plays,The purple goat play,4
