idx,split,target_type,attractors,condition,subject_word_sg,subject_word_pl,target_word_sg,target_word_pl,base_sentence_sg,base_sentence_pl,good_singular,bad_singular,good_plural,bad_plural,tok_len_sg,tok_len_pl
3269,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the mirrors behind the logs,The [wugs] outside the mirror behind the log,The [wug] outside the mirrors behind the logs is,The [wug] outside the mirrors behind the logs are,The [wugs] outside the mirror behind the log are,The [wugs] outside the mirror behind the log is,12,12
3270,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the jars under the cars,The [wugs] past the jar under the car,The [wug] past the jars under the cars is,The [wug] past the jars under the cars are,The [wugs] past the jar under the car are,The [wugs] past the jar under the car is,12,12
3271,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the tents above the nests,The [wugs] by the tent above the nest,The [wug] by the tents above the nests is,The [wug] by the tents above the nests are,The [wugs] by the tent above the nest are,The [wugs] by the tent above the nest is,12,12
3272,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the ropes behind the chains,The [wugs] outside the rope behind the chain,The [wug] outside the ropes behind the chains is,The [wug] outside the ropes behind the chains are,The [wugs] outside the rope behind the chain are,The [wugs] outside the rope behind the chain is,12,12
3273,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the rushes above the vines,The [wugs] by the rush above the vine,The [wug] by the rushes above the vines is,The [wug] by the rushes above the vines are,The [wugs] by the rush above the vine are,The [wugs] by the rush above the vine is,12,12
3274,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the thresholds outside the drums,The [wugs] atop the threshold outside the drum,The [wug] atop the thresholds outside the drums is,The [wug] atop the thresholds outside the drums are,The [wugs] atop the threshold outside the drum are,The [wugs] atop the threshold outside the drum is,12,12
3275,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the tents behind the nests,The [wugs] outside the tent behind the nest,The [wug] outside the tents behind the nests is,The [wug] outside the tents behind the nests are,The [wugs] outside the tent behind the nest are,The [wugs] outside the tent behind the nest is,12,12
3276,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] behind the screws past the tanks,The [wugs] behind the screw past the tank,The [wug] behind the screws past the tanks is,The [wug] behind the screws past the tanks are,The [wugs] behind the screw past the tank are,The [wugs] behind the screw past the tank is,12,12
3277,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the tables by the ponds,The [wugs] under the table by the pond,The [wug] under the tables by the ponds is,The [wug] under the tables by the ponds are,The [wugs] under the table by the pond are,The [wugs] under the table by the pond is,12,12
3278,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the logs between the towers,The [wugs] beneath the log between the tower,The [wug] beneath the logs between the towers is,The [wug] beneath the logs between the towers are,The [wugs] beneath the log between the tower are,The [wugs] beneath the log between the tower is,12,12
3279,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the windows atop the desks,The [wugs] between the window atop the desk,The [wug] between the windows atop the desks is,The [wug] between the windows atop the desks are,The [wugs] between the window atop the desk are,The [wugs] between the window atop the desk is,12,12
3280,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the panels atop the boards,The [wugs] between the panel atop the board,The [wug] between the panels atop the boards is,The [wug] between the panels atop the boards are,The [wugs] between the panel atop the board are,The [wugs] between the panel atop the board is,12,12
3281,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the banks outside the trenches,The [wugs] atop the bank outside the trench,The [wug] atop the banks outside the trenches is,The [wug] atop the banks outside the trenches are,The [wugs] atop the bank outside the trench are,The [wugs] atop the bank outside the trench is,12,12
3282,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the cords behind the belts,The [wugs] outside the cord behind the belt,The [wug] outside the cords behind the belts is,The [wug] outside the cords behind the belts are,The [wugs] outside the cord behind the belt are,The [wugs] outside the cord behind the belt is,12,12
3283,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the desks under the mirrors,The [wugs] past the desk under the mirror,The [wug] past the desks under the mirrors is,The [wug] past the desks under the mirrors are,The [wugs] past the desk under the mirror are,The [wugs] past the desk under the mirror is,12,12
3284,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the shelves atop the racks,The [wugs] between the shelf atop the rack,The [wug] between the shelves atop the racks is,The [wug] between the shelves atop the racks are,The [wugs] between the shelf atop the rack are,The [wugs] between the shelf atop the rack is,12,12
3285,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the boards under the shelves,The [wugs] past the board under the shelf,The [wug] past the boards under the shelves is,The [wug] past the boards under the shelves are,The [wugs] past the board under the shelf are,The [wugs] past the board under the shelf is,12,12
3286,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the nails above the screws,The [wugs] by the nail above the screw,The [wug] by the nails above the screws is,The [wug] by the nails above the screws are,The [wugs] by the nail above the screw are,The [wugs] by the nail above the screw is,12,12
3287,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the switches atop the cables,The [wugs] between the switch atop the cable,The [wug] between the switches atop the cables is,The [wug] between the switches atop the cables are,The [wugs] between the switch atop the cable are,The [wugs] between the switch atop the cable is,12,12
3288,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the milestones beneath the thresholds,The [wugs] above the milestone beneath the threshold,The [wug] above the milestones beneath the thresholds is,The [wug] above the milestones beneath the thresholds are,The [wugs] above the milestone beneath the threshold are,The [wugs] above the milestone beneath the threshold is,12,12
3289,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the nests atop the buckets,The [wugs] between the nest atop the bucket,The [wug] between the nests atop the buckets is,The [wug] between the nests atop the buckets are,The [wugs] between the nest atop the bucket are,The [wugs] between the nest atop the bucket is,12,12
3290,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the panels beneath the boards,The [wugs] above the panel beneath the board,The [wug] above the panels beneath the boards is,The [wug] above the panels beneath the boards are,The [wugs] above the panel beneath the board are,The [wugs] above the panel beneath the board is,12,12
3291,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the fences behind the rocks,The [wugs] outside the fence behind the rock,The [wug] outside the fences behind the rocks is,The [wug] outside the fences behind the rocks are,The [wugs] outside the fence behind the rock are,The [wugs] outside the fence behind the rock is,12,12
3292,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the ponds above the fences,The [wugs] by the pond above the fence,The [wug] by the ponds above the fences is,The [wug] by the ponds above the fences are,The [wugs] by the pond above the fence are,The [wugs] by the pond above the fence is,12,12
3293,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the jars above the cars,The [wugs] by the jar above the car,The [wug] by the jars above the cars is,The [wug] by the jars above the cars are,The [wugs] by the jar above the car are,The [wugs] by the jar above the car is,12,12
3294,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the banks by the trenches,The [wugs] under the bank by the trench,The [wug] under the banks by the trenches is,The [wug] under the banks by the trenches are,The [wugs] under the bank by the trench are,The [wugs] under the bank by the trench is,12,12
3295,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the knobs by the nails,The [wugs] under the knob by the nail,The [wug] under the knobs by the nails is,The [wug] under the knobs by the nails are,The [wugs] under the knob by the nail are,The [wugs] under the knob by the nail is,12,12
3296,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the thresholds between the drums,The [wugs] beneath the threshold between the drum,The [wug] beneath the thresholds between the drums is,The [wug] beneath the thresholds between the drums are,The [wugs] beneath the threshold between the drum are,The [wugs] beneath the threshold between the drum is,12,12
3297,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] behind the cars past the walls,The [wugs] behind the car past the wall,The [wug] behind the cars past the walls is,The [wug] behind the cars past the walls are,The [wugs] behind the car past the wall are,The [wugs] behind the car past the wall is,12,12
3298,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the cars beneath the walls,The [wugs] above the car beneath the wall,The [wug] above the cars beneath the walls is,The [wug] above the cars beneath the walls are,The [wugs] above the car beneath the wall are,The [wugs] above the car beneath the wall is,12,12
3299,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the walls between the tables,The [wugs] beneath the wall between the table,The [wug] beneath the walls between the tables is,The [wug] beneath the walls between the tables are,The [wugs] beneath the wall between the table are,The [wugs] beneath the wall between the table is,12,12
3300,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the bins atop the beams,The [wugs] between the bin atop the beam,The [wug] between the bins atop the beams is,The [wug] between the bins atop the beams are,The [wugs] between the bin atop the beam are,The [wugs] between the bin atop the beam is,12,12
3301,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the tables beneath the ponds,The [wugs] above the table beneath the pond,The [wug] above the tables beneath the ponds is,The [wug] above the tables beneath the ponds are,The [wugs] above the table beneath the pond are,The [wugs] above the table beneath the pond is,12,12
3302,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the walls above the tables,The [wugs] by the wall above the table,The [wug] by the walls above the tables is,The [wug] by the walls above the tables are,The [wugs] by the wall above the table are,The [wugs] by the wall above the table is,12,12
3303,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the cords beneath the belts,The [wugs] above the cord beneath the belt,The [wug] above the cords beneath the belts is,The [wug] above the cords beneath the belts are,The [wugs] above the cord beneath the belt are,The [wugs] above the cord beneath the belt is,12,12
3304,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the cords under the belts,The [wugs] past the cord under the belt,The [wug] past the cords under the belts is,The [wug] past the cords under the belts are,The [wugs] past the cord under the belt are,The [wugs] past the cord under the belt is,12,12
3305,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the beams between the braces,The [wugs] beneath the beam between the brace,The [wug] beneath the beams between the braces is,The [wug] beneath the beams between the braces are,The [wugs] beneath the beam between the brace are,The [wugs] beneath the beam between the brace is,12,12
3306,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the nails atop the screws,The [wugs] between the nail atop the screw,The [wug] between the nails atop the screws is,The [wug] between the nails atop the screws are,The [wugs] between the nail atop the screw are,The [wugs] between the nail atop the screw is,12,12
3307,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the sheds under the carts,The [wugs] past the shed under the cart,The [wug] past the sheds under the carts is,The [wug] past the sheds under the carts are,The [wugs] past the shed under the cart are,The [wugs] past the shed under the cart is,12,12
3308,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the chains between the cords,The [wugs] beneath the chain between the cord,The [wug] beneath the chains between the cords is,The [wug] beneath the chains between the cords are,The [wugs] beneath the chain between the cord are,The [wugs] beneath the chain between the cord is,12,12
3309,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the banks beneath the trenches,The [wugs] above the bank beneath the trench,The [wug] above the banks beneath the trenches is,The [wug] above the banks beneath the trenches are,The [wugs] above the bank beneath the trench are,The [wugs] above the bank beneath the trench is,12,12
3310,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the belts by the rushes,The [wugs] under the belt by the rush,The [wug] under the belts by the rushes is,The [wug] under the belts by the rushes are,The [wugs] under the belt by the rush are,The [wugs] under the belt by the rush is,12,12
3311,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the sheds atop the carts,The [wugs] between the shed atop the cart,The [wug] between the sheds atop the carts is,The [wug] between the sheds atop the carts are,The [wugs] between the shed atop the cart are,The [wugs] between the shed atop the cart is,12,12
3312,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the sacks between the bins,The [wugs] beneath the sack between the bin,The [wug] beneath the sacks between the bins is,The [wug] beneath the sacks between the bins are,The [wugs] beneath the sack between the bin are,The [wugs] beneath the sack between the bin is,12,12
3313,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the chains above the cords,The [wugs] by the chain above the cord,The [wug] by the chains above the cords is,The [wug] by the chains above the cords are,The [wugs] by the chain above the cord are,The [wugs] by the chain above the cord is,12,12
3314,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the shelves beneath the racks,The [wugs] above the shelf beneath the rack,The [wug] above the shelves beneath the racks is,The [wug] above the shelves beneath the racks are,The [wugs] above the shelf beneath the rack are,The [wugs] above the shelf beneath the rack is,12,12
3315,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the boards outside the shelves,The [wugs] atop the board outside the shelf,The [wug] atop the boards outside the shelves is,The [wug] atop the boards outside the shelves are,The [wugs] atop the board outside the shelf are,The [wugs] atop the board outside the shelf is,12,12
3316,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the screws by the tanks,The [wugs] under the screw by the tank,The [wug] under the screws by the tanks is,The [wug] under the screws by the tanks are,The [wugs] under the screw by the tank are,The [wugs] under the screw by the tank is,12,12
3317,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the sheds between the carts,The [wugs] beneath the shed between the cart,The [wug] beneath the sheds between the carts is,The [wug] beneath the sheds between the carts are,The [wugs] beneath the shed between the cart are,The [wugs] beneath the shed between the cart is,12,12
3318,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] behind the walls past the tables,The [wugs] behind the wall past the table,The [wug] behind the walls past the tables is,The [wug] behind the walls past the tables are,The [wugs] behind the wall past the table are,The [wugs] behind the wall past the table is,12,12
3319,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the mirrors under the logs,The [wugs] past the mirror under the log,The [wug] past the mirrors under the logs is,The [wug] past the mirrors under the logs are,The [wugs] past the mirror under the log are,The [wugs] past the mirror under the log is,12,12
3320,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the trenches under the pots,The [wugs] past the trench under the pot,The [wug] past the trenches under the pots is,The [wug] past the trenches under the pots are,The [wugs] past the trench under the pot are,The [wugs] past the trench under the pot is,12,12
3321,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the cables outside the ropes,The [wugs] atop the cable outside the rope,The [wug] atop the cables outside the ropes is,The [wug] atop the cables outside the ropes are,The [wugs] atop the cable outside the rope are,The [wugs] atop the cable outside the rope is,12,12
3322,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the mirrors by the logs,The [wugs] under the mirror by the log,The [wug] under the mirrors by the logs is,The [wug] under the mirrors by the logs are,The [wugs] under the mirror by the log are,The [wugs] under the mirror by the log is,12,12
3323,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the panels by the boards,The [wugs] under the panel by the board,The [wug] under the panels by the boards is,The [wug] under the panels by the boards are,The [wugs] under the panel by the board are,The [wugs] under the panel by the board is,12,12
3324,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the benches above the windows,The [wugs] by the bench above the window,The [wug] by the benches above the windows is,The [wug] by the benches above the windows are,The [wugs] by the bench above the window are,The [wugs] by the bench above the window is,12,12
3325,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the cables behind the ropes,The [wugs] outside the cable behind the rope,The [wug] outside the cables behind the ropes is,The [wug] outside the cables behind the ropes are,The [wugs] outside the cable behind the rope are,The [wugs] outside the cable behind the rope is,12,12
3326,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the desks above the mirrors,The [wugs] by the desk above the mirror,The [wug] by the desks above the mirrors is,The [wug] by the desks above the mirrors are,The [wugs] by the desk above the mirror are,The [wugs] by the desk above the mirror is,12,12
3327,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the milestones by the thresholds,The [wugs] under the milestone by the threshold,The [wug] under the milestones by the thresholds is,The [wug] under the milestones by the thresholds are,The [wugs] under the milestone by the threshold are,The [wugs] under the milestone by the threshold is,12,12
3328,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the walls under the tables,The [wugs] past the wall under the table,The [wug] past the walls under the tables is,The [wug] past the walls under the tables are,The [wugs] past the wall under the table are,The [wugs] past the wall under the table is,12,12
3329,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the boards above the shelves,The [wugs] by the board above the shelf,The [wug] by the boards above the shelves is,The [wug] by the boards above the shelves are,The [wugs] by the board above the shelf are,The [wugs] by the board above the shelf is,12,12
3330,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the vines by the cliffs,The [wugs] under the vine by the cliff,The [wug] under the vines by the cliffs is,The [wug] under the vines by the cliffs are,The [wugs] under the vine by the cliff are,The [wugs] under the vine by the cliff is,12,12
3331,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the cliffs atop the banks,The [wugs] between the cliff atop the bank,The [wug] between the cliffs atop the banks is,The [wug] between the cliffs atop the banks are,The [wugs] between the cliff atop the bank are,The [wugs] between the cliff atop the bank is,12,12
3332,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the mirrors atop the logs,The [wugs] between the mirror atop the log,The [wug] between the mirrors atop the logs is,The [wug] between the mirrors atop the logs are,The [wugs] between the mirror atop the log are,The [wugs] between the mirror atop the log is,12,12
3333,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the cords atop the belts,The [wugs] between the cord atop the belt,The [wug] between the cords atop the belts is,The [wug] between the cords atop the belts are,The [wugs] between the cord atop the belt are,The [wugs] between the cord atop the belt is,12,12
3334,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] behind the desks past the mirrors,The [wugs] behind the desk past the mirror,The [wug] behind the desks past the mirrors is,The [wug] behind the desks past the mirrors are,The [wugs] behind the desk past the mirror are,The [wugs] behind the desk past the mirror is,12,12
3335,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the buckets behind the milestones,The [wugs] outside the bucket behind the milestone,The [wug] outside the buckets behind the milestones is,The [wug] outside the buckets behind the milestones are,The [wugs] outside the bucket behind the milestone are,The [wugs] outside the bucket behind the milestone is,12,12
3336,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the cords by the belts,The [wugs] under the cord by the belt,The [wug] under the cords by the belts is,The [wug] under the cords by the belts are,The [wugs] under the cord by the belt are,The [wugs] under the cord by the belt is,12,12
3337,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the belts outside the rushes,The [wugs] atop the belt outside the rush,The [wug] atop the belts outside the rushes is,The [wug] atop the belts outside the rushes are,The [wugs] atop the belt outside the rush are,The [wugs] atop the belt outside the rush is,12,12
3338,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the sheds behind the carts,The [wugs] outside the shed behind the cart,The [wug] outside the sheds behind the carts is,The [wug] outside the sheds behind the carts are,The [wugs] outside the shed behind the cart are,The [wugs] outside the shed behind the cart is,12,12
3339,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the beams by the braces,The [wugs] under the beam by the brace,The [wug] under the beams by the braces is,The [wug] under the beams by the braces are,The [wugs] under the beam by the brace are,The [wugs] under the beam by the brace is,12,12
3340,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the cables between the ropes,The [wugs] beneath the cable between the rope,The [wug] beneath the cables between the ropes is,The [wug] beneath the cables between the ropes are,The [wugs] beneath the cable between the rope are,The [wugs] beneath the cable between the rope is,12,12
3341,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the switches by the cables,The [wugs] under the switch by the cable,The [wug] under the switches by the cables is,The [wug] under the switches by the cables are,The [wugs] under the switch by the cable are,The [wugs] under the switch by the cable is,12,12
3342,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the switches outside the cables,The [wugs] atop the switch outside the cable,The [wug] atop the switches outside the cables is,The [wug] atop the switches outside the cables are,The [wugs] atop the switch outside the cable are,The [wugs] atop the switch outside the cable is,12,12
3343,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the racks under the hooks,The [wugs] past the rack under the hook,The [wug] past the racks under the hooks is,The [wug] past the racks under the hooks are,The [wugs] past the rack under the hook are,The [wugs] past the rack under the hook is,12,12
3344,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the drums atop the sacks,The [wugs] between the drum atop the sack,The [wug] between the drums atop the sacks is,The [wug] between the drums atop the sacks are,The [wugs] between the drum atop the sack are,The [wugs] between the drum atop the sack is,12,12
3345,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the bins under the beams,The [wugs] past the bin under the beam,The [wug] past the bins under the beams is,The [wug] past the bins under the beams are,The [wugs] past the bin under the beam are,The [wugs] past the bin under the beam is,12,12
3346,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the desks outside the mirrors,The [wugs] atop the desk outside the mirror,The [wug] atop the desks outside the mirrors is,The [wug] atop the desks outside the mirrors are,The [wugs] atop the desk outside the mirror are,The [wugs] atop the desk outside the mirror is,12,12
3347,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the nails beneath the screws,The [wugs] above the nail beneath the screw,The [wug] above the nails beneath the screws is,The [wug] above the nails beneath the screws are,The [wugs] above the nail beneath the screw are,The [wugs] above the nail beneath the screw is,12,12
3348,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the jars outside the cars,The [wugs] atop the jar outside the car,The [wug] atop the jars outside the cars is,The [wug] atop the jars outside the cars are,The [wugs] atop the jar outside the car are,The [wugs] atop the jar outside the car is,12,12
3349,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the tanks under the switches,The [wugs] past the tank under the switch,The [wug] past the tanks under the switches is,The [wug] past the tanks under the switches are,The [wugs] past the tank under the switch are,The [wugs] past the tank under the switch is,12,12
3350,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the trenches between the pots,The [wugs] beneath the trench between the pot,The [wug] beneath the trenches between the pots is,The [wug] beneath the trenches between the pots are,The [wugs] beneath the trench between the pot are,The [wugs] beneath the trench between the pot is,12,12
3351,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the cabins beneath the tents,The [wugs] above the cabin beneath the tent,The [wug] above the cabins beneath the tents is,The [wug] above the cabins beneath the tents are,The [wugs] above the cabin beneath the tent are,The [wugs] above the cabin beneath the tent is,12,12
3352,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the screws between the tanks,The [wugs] beneath the screw between the tank,The [wug] beneath the screws between the tanks is,The [wug] beneath the screws between the tanks are,The [wugs] beneath the screw between the tank are,The [wugs] beneath the screw between the tank is,12,12
3353,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the boards between the shelves,The [wugs] beneath the board between the shelf,The [wug] beneath the boards between the shelves is,The [wug] beneath the boards between the shelves are,The [wugs] beneath the board between the shelf are,The [wugs] beneath the board between the shelf is,12,12
3354,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the walls outside the tables,The [wugs] atop the wall outside the table,The [wug] atop the walls outside the tables is,The [wug] atop the walls outside the tables are,The [wugs] atop the wall outside the table are,The [wugs] atop the wall outside the table is,12,12
3355,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the ponds by the fences,The [wugs] under the pond by the fence,The [wug] under the ponds by the fences is,The [wug] under the ponds by the fences are,The [wugs] under the pond by the fence are,The [wugs] under the pond by the fence is,12,12
3356,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] by the sheds above the carts,The [wugs] by the shed above the cart,The [wug] by the sheds above the carts is,The [wug] by the sheds above the carts are,The [wugs] by the shed above the cart are,The [wugs] by the shed above the cart is,12,12
3357,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] under the hooks by the knobs,The [wugs] under the hook by the knob,The [wug] under the hooks by the knobs is,The [wug] under the hooks by the knobs are,The [wugs] under the hook by the knob are,The [wugs] under the hook by the knob is,12,12
3358,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] between the ropes atop the chains,The [wugs] between the rope atop the chain,The [wug] between the ropes atop the chains is,The [wug] between the ropes atop the chains are,The [wugs] between the rope atop the chain are,The [wugs] between the rope atop the chain is,12,12
3359,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] behind the rocks past the sheds,The [wugs] behind the rock past the shed,The [wug] behind the rocks past the sheds is,The [wug] behind the rocks past the sheds are,The [wugs] behind the rock past the shed are,The [wugs] behind the rock past the shed is,12,12
3360,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] past the cables under the ropes,The [wugs] past the cable under the rope,The [wug] past the cables under the ropes is,The [wug] past the cables under the ropes are,The [wugs] past the cable under the rope are,The [wugs] past the cable under the rope is,12,12
3361,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] behind the chains past the cords,The [wugs] behind the chain past the cord,The [wug] behind the chains past the cords is,The [wug] behind the chains past the cords are,The [wugs] behind the chain past the cord are,The [wugs] behind the chain past the cord is,12,12
3362,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the switches beneath the cables,The [wugs] above the switch beneath the cable,The [wug] above the switches beneath the cables is,The [wug] above the switches beneath the cables are,The [wugs] above the switch beneath the cable are,The [wugs] above the switch beneath the cable is,12,12
3363,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the screws outside the tanks,The [wugs] atop the screw outside the tank,The [wug] atop the screws outside the tanks is,The [wug] atop the screws outside the tanks are,The [wugs] atop the screw outside the tank are,The [wugs] atop the screw outside the tank is,12,12
3364,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] outside the windows behind the desks,The [wugs] outside the window behind the desk,The [wug] outside the windows behind the desks is,The [wug] outside the windows behind the desks are,The [wugs] outside the window behind the desk are,The [wugs] outside the window behind the desk is,12,12
3365,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] atop the sacks outside the bins,The [wugs] atop the sack outside the bin,The [wug] atop the sacks outside the bins is,The [wug] atop the sacks outside the bins are,The [wugs] atop the sack outside the bin are,The [wugs] atop the sack outside the bin is,12,12
3366,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] above the carts beneath the benches,The [wugs] above the cart beneath the bench,The [wug] above the carts beneath the benches is,The [wug] above the carts beneath the benches are,The [wugs] above the cart beneath the bench are,The [wugs] above the cart beneath the bench is,12,12
3367,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] beneath the tanks between the switches,The [wugs] beneath the tank between the switch,The [wug] beneath the tanks between the switches is,The [wug] beneath the tanks between the switches are,The [wugs] beneath the tank between the switch are,The [wugs] beneath the tank between the switch is,12,12
3368,test,copula,2,target_copula_att2_opp,[wug],[wugs],is,are,The [wug] behind the panels past the boards,The [wugs] behind the panel past the board,The [wug] behind the panels past the boards is,The [wug] behind the panels past the boards are,The [wugs] behind the panel past the board are,The [wugs] behind the panel past the board is,12,12
